entity_id;sku;Status
793;A6051-Blanc;1
796;A6051-Noir;1
801;A6052-Blanc;1
803;A6052-Marron;1
804;A6052-Noir;1
809;A6053-Blanc;1
812;A6053-Noir;1
813;A6053-Rouge;1
817;A605V1-Noir;1
818;A605V1-Rouge;1
819;A605V2-Argent;1
821;A605V2-Noir;1
822;A605V2-Rouge;1
823;A605V3-Argent;1
825;A605V3-Noir;1
826;A605V3-Rouge;1
923;AT10013-Chrome;1
1004;B2219S-Blanc laqué;1
1052;B2219S-Bois wenge;1
1131;HB140-Blanc;1
1133;HB140-Noir;1
1140;HB160-Blanc;1
1142;HB160-Noir;1
1143;HB160-Taupe;1
1148;HB180-Beige;1
1149;HB180-Blanc;1
1150;HB180-Marron;1
1151;HB180-Noir;1
1152;HB180-Taupe;1
1247;XC8242-Blanc;1
1248;XC8242-Gris;1
1249;XC8242-Marron;1
1250;XC8242-Noir;1
1316;B2219S-Chêne Clair;1
1361;LUS006-Transparent;1
1362;LUS007-Transparent;1
1372;LUP003-Bleu;1
1420;A605V1-Taupe;1
1421;A605V2-Taupe;1
1422;A605V3-Taupe;1
1513;HB090-Blanc;1
1514;HB090-Noir;1
1516;HB090-Argent;1
1615;b2219staupelaque;1
1619;b2219xlblanc;1
1655;b2219snoircarbone;1
1693;sc2204lot2argent;1
1700;p803rougenoir;1
1705;p803blanc;1
1740;b2219svintage;1
1972;b2219staupe4gordonmarron;1
2067;7249lot2blanc;1
2083;a6051vintage;1
2084;a6052vintage;1
2085;a6053vintage;1
2306;sc2204lot4argent;1
2365;hb140gris;1
2366;hb160gris;1
2367;hb180gris;1
2409;lf155h140vtaupe;1
2413;lf155h160vargent;1
2414;lf155h160vtaupe;1
2417;lf155h180vargent;1
2418;lf155h180vtaupe;1
2434;lf155hvb121140beige;1
2435;lf155hvb121140taupe;1
2437;lf155hvb121160beige;1
2438;lf155hvb121160taupe;1
2439;lf155hvb121160gris;1
2440;lf155hvb121180beige;1
2442;lf155hvb121180gris;1
2466;lf159hvb121140beige;1
2467;lf159hvb121140taupe;1
2468;lf159hvb121140gris;1
2469;lf159hvb121160beige;1
2470;lf159hvb121160taupe;1
2471;lf159hvb121160gris;1
2472;lf159hvb121180beige;1
2474;lf159hvb121180gris;1
2586;2450132beige;1
2592;24501blackvnoir;1
2594;24501punoir;1
2595;24501publanc;1
2630;p803gris;1
2641;p804noir;1
2643;p804blanc;1
2644;p804taupe;1
2645;p804beige;1
2849;p804ashwood;1
2905;8055ebleu;1
2908;8311anoir;1
2999;at8027moroccogris;1
3018;4630lot2chenenoir;1
3020;4630lot2noisnoir;1
3021;4630lot2noisblanc;1
3028;1025lot2noisnoir;1
3031;1025lot2chenenoir;1
3034;l2081grisfonce;1
3073;lf3045sgblanc;1
3076;lf3045sdnoir;1
3252;dc5081beige;1
3322;24501ksf25002;1
3323;24501ksf25008;1
3324;24501ksf25013;1
3327;24501ksp25030;1
3415;dc5081bleu;1
3421;at8422cheneclair;1
3441;lsr16051grisclair;1
3510;at8428vintage;1
3520;24501f011;1
3587;dc5106yellow;1
3591;lf155h160vbeige;1
3653;hm1653multicolor;1
3679;2450132lot20beige;1
3683;24501lot20blackvnoir;1
3687;24501lot20punoir;1
3688;24501lot20publanc;1
3690;24501ksf25002lot20;1
3691;24501ksf25008lot20;1
3692;24501ksf25013lot20;1
3694;24501ksp25030lot20;1
3707;dc5106darkgrey;1
3708;dc5106beige;1
3797;2xgf225anatcreme;1
3804;2xgf160anoisblanc;1
3805;2xgf160anoisnoir;1
3807;2xgf347anatcreme;1
3809;2xgf347anoisnoir;1
3825;qh8805beige;1
3831;qh8801beige;1
3834;qh8801black;1
3836;qh8801blue;1
3844;qh8861darkgrey;1
3846;qh8861beige;1
3876;2601pinkvelevert;1
3886;2601ksf25002wb;1
3887;2601ksp25002;1
3939;angsoft17sawana21;1
3942;andsoft66sawana25;1
3943;andsoft17sawana21;1
3970;ld041red;1
3988;jh846lightgrey13;1
3989;jh846beige05;1
3991;jh846darkgrey16;1
4055;12181k1128noir;1
4113;c867bleufonce;1
4136;1531040;1
4137;2781004;1
4139;2781002;1
4142;qh8901lightgrey68018;1
4143;qh8901yellow16806;1
4144;qh8901blue168024;1
4168;qh8805v2rouge;1
4169;qh8805v2vert;1
4171;qh8805v3bleu;1
4172;qh8805v3vert;1
4177;qh8805v1vert;1
4178;qh8805v1bleu;1
4179;8861v1rose;1
4180;8861v1bleu;1
4184;8801vbleu;1
4330;lf0136hlr68;1
4355;hm16521beige1;1
4366;qh8927grey18;1
4368;qh8927yellow6;1
4407;ect023tgsksmoke;1
4409;ect028tgsksmoke;1
4423;8861v1hlr56green;1
4424;8801darkgrey;1
4426;8801yellow;1
4428;qh8901beige;1
4429;qh8901black;1
4437;8901vhlr56green;1
4438;8901vhlr64blue;1
4442;b2219smarble;1
4496;lf33481vintage;1
4502;lf33483vintage;1
4519;dc1513noir;1
4565;lf3332lightgrey06;1
4566;lf3332beige07;1
4568;lf3332bluegreen28;1
4580;wh1750velvetred;1
4604;lf257140vtaupe;1
4605;lf257140vargent;1
4607;lf257160vbleu;1
4641;lf0148gris;1
4662;t1028oakcheneclair;1
4665;lf258140vbleu;1
4667;lf258140vargent;1
4672;c930darkgreypu;1
4717;lf258160vtaupe;1
4722;lf258180vtaupe;1
4723;lf258180vargent;1
4815;lf258140vrose;1
4816;lf258160vrose;1
4817;lf258180vrose;1
4904;lf3116beige;1
4914;qh89041yellow;1
4915;qh89041beige;1
4916;qh89041lightgrey;1
4919;qh89042beige;1
4920;qh89042lightgrey;1
4922;qh89043lightgrey;1
4929;lf33482vintage;1
4941;jy18a129greyv;1
5008;wx2866t2;1
5036;34932;1
5040;34770;1
5041;34935;1
5141;lf233tissudarkgrey;1
5144;lf233whitepu;1
5165;g3569140white;1
5174;g2236140white;1
5176;g2236160brown;1
5177;g2236160white;1
5179;g2236180brown;1
5180;g2236180white;1
5184;lf3116lot2beige;1
5210;g3569180white;1
5217;dc5106publack;1
5221;4630lot2blackoaknoir;1
5233;qh8925greyblack;1
5236;msxbt1816pugrey;1
5263;angsoft11;1
5264;andsoft11;1
5265;angsoft11sawana05;1
5266;andsoft11sawana05;1
5279;lf3045sggreyfabric;1
5280;lf3045sgputtyvelvet;1
5282;lf3045sgpinkvelvet;1
5284;lf3045sggreenvelvet;1
5286;lf3045sdgreyfabric;1
5288;lf3045sdputtyvelvet;1
5299;sc2204lot2punoir;1
5301;sc2204lot2pugris;1
5302;vetsawana05soft11;1
5395;jh930velvetgrey;1
5396;jh930velvetblue;1
5397;jh930velvetgreen;1
5398;jh930velvetred;1
5399;jh930velvetpink;1
5402;jh669velvetblack;1
5403;jh669fabricbeige;1
5404;jh669fabricdarkgrey;1
5437;f804cblackgrey;1
5438;p804coak;1
5439;f804blackgrey;1
5440;at8244lwhite;1
5441;at8244lsonoma;1
5444;p804cwhite;1
5479;ks3161white;1
5481;ks3161black;1
5482;ks3161lightoak;1
5483;ks3161vintage;1
5494;dc1801black;1
5498;8311agrey;1
5500;8801greyvelvet;1
5501;8901blackvelvet;1
5503;f808darkoakgrey;1
5504;hm1652patchwork;1
5505;jh846velvetblue;1
5506;jh846velvetgreen;1
5507;jh846velvetpink;1
5536;jh939velvetblue;1
5538;jh939velvetpink;1
5539;jh939velvetblack;1
5549;dc5319blackvelvet;1
5588;35117nickel;1
5602;lsr19119velvetsilver;1
5604;lsr19119velvetblack;1
5614;qh8985greyblackegs;1
5620;xc8242greyfabric;1
5621;xc8242beigefabric;1
5638;a605v1bleuvelvet;1
5641;dc1573lot2black;1
5645;dc1573lot2beige;1
5646;a605v1greenvelvet;1
5650;a605v2bleuvelvet;1
5651;a605v2greenvelvet;1
5652;a605v3bleuvelvet;1
5653;a605v3greenvelvet;1
5672;g38041brown;1
5691;qh8801patchwork;1
5694;lf3332bluevelvet47;1
5695;lf3332greenvelvet37;1
5697;lf3332blackvelvet47;1
5713;hm1814lf3456lightgreyfabric;1
5714;hm1814lf3456beigefabric;1
5733;c1022grey;1
5735;c1023blue49;1
5738;msl012;1
5739;msl011;1
5740;msl010;1
5742;msl014;1
5745;lsr16051velvetblack;1
5757;msl013;1
5778;qh8901patchwork;1
5788;SQCT40BLACK;1
5791;ROCTST45BLACK;1
5794;ROCTST90BLACK;1
5796;ROCT45BLACK;1
5798;RGCT120BLACK;1
5848;at8244bsonoma;1
5850;at8244bblack;1
5855;msl016;1
5865;lsr19127pinkvelvet;1
5866;lsr19127puttyvelvet;1
5869;dc5106lot2darkgreyfabric;1
5871;dc5106lot2yellowfabric;1
5872;dc5106lot2beigefabric;1
5873;dc5106lot2blackpu;1
5900;g38042;1
5910;ks3161concrete;1
5932;lf270140fabricbeige;1
5934;lf270140vblue;1
5938;lf270160vblue;1
5945;ROCT45SILVER;1
5946;ROCT45WHITE;1
5969;ROCT90SILVER;1
5970;ROCT90WHITE;1
6030;ROCTST45GOLD;1
6031;ROCTST45WHITE;1
6050;ROCTST90WHITE;1
6100;SQCT40RED;1
6101;SQCT40WHITE;1
6124;RGCT120RED;1
6125;RGCT120WHITE;1
6254;lf270180vblue;1
6261;p804cblack;1
6265;lsr19118pinkvelvet;1
6274;lsr19119mintvelvet;1
6275;lsr19119beigevelvet;1
6284;lsr19123pinkvelvet;1
6286;lsr19123mintvelvet;1
6287;lsr19123beigefabric;1
6288;lsr19123darkgreyfabric;1
6304;lf270160fabricbeige;1
6315;gc1606blue;1
6370;89271yellowfabric;1
6373;89271lightgreyfabric;1
6375;89271beigefabric;1
6377;89271greenvelvet;1
6381;89271bluevelvet;1
6383;89271blackvelvet;1
6386;89271greyvelvet;1
6420;p804greyash;1
6425;shy05;1
6427;lf33821velvetblue;1
6430;lf33822velvetblue;1
6433;lf33823velvetblue;1
6434;lf33823velvetsilver;1
6447;shy09blue;1
6458;lf3332lightgreyvelvet;1
6463;lsr19128silvervelvet;1
6465;lsr19128greenvelvet;1
6467;lsr19128beigefabric;1
6468;lsr19128darkgreyfabric;1
6474;lsr19143silvervelvet;1
6477;c1024velvetsilver;1
6493;12183yk81618bluestripvelvet;1
6549;89271pinkvelvet;1
6660;1210rightdarkgrey;1
6709;dt1523golden;1
6710;dt2002golden;1
6711;stt012cs14silver;1
6715;bbs7silver;1
6719;qh8857kvelvethlr64blue;1
6733;jyb308180kr2lightbeige;1
6735;jyb308180hcj41silver;1
6736;jyb308160kr3lightgrey;1
6737;jyb308160kr2lightbeige;1
6739;jyb308160hcj41silver;1
6741;jyb308140kr2lightbeige;1
6743;jyb308140hjc41silver;1
8005;1025lot2naturelwhite;1
8017;1115silvervelvetsilver;1
8019;1115silverpuwhite;1
8026;lsr191402pinkvelvet;1
8027;lsr191402puttyvelvet;1
8028;lsr191402greenvelvet;1
8050;at8267gxwhite;1
8051;at8267gxblack;1
8052;at8267gxboissonoma;1
8053;at8267gxmarble;1
8093;dc7010pinkvelvet;1
8094;dc7010greenvelvet;1
8095;dc7010silvervelvet;1
8105;lf33821velvetputty;1
8106;lf33821velvetblack;1
8108;lf33822velvetblack;1
8109;lf33823velvetputty;1
8110;lf33823velvetblack;1
8158;lsr19127bluevelvet;1
8172;lsr151140puttyvelvet16;1
8176;lsr151160puttyvelvet16;1
8178;lsr151160silvervelvet61;1
8184;lsr151180silvervelvet61;1
8185;lsr151180pinkvelvet35;1
8186;lsr151180puttyvelvet16;1
8187;lsr151180greenvelvet26;1
8199;lsr43140bluevelvet78;1
8200;lsr43140puttyvelvet16;1
8201;lsr43140pinkvelvet35;1
8203;lsr43160bluevelvet78;1
8204;lsr43160puttyvelvet16;1
8205;lsr43160pinkvelvet35;1
8207;lsr43180bluevelvet78;1
8208;lsr43180puttyvelvet16;1
8210;lsr43180pinkvelvet35;1
8220;jyb308140hcj11putty;1
8221;jyb308160hcj11putty;1
8222;jyb308180hcj11putty;1
8225;at8251lblack;1
8226;at8251lwhite;1
8227;at8251lsonoma;1
8230;sc2204lot2goldgreen;1
8232;sc2204lot4goldgreen;1
8304;lsr20071whitevelvet1;1
8306;lsr20071bluevelvet78;1
8308;lsr20071blackpu;1
8309;lsr20071beigepu47;1
8313;lsr20072silvervelvet61;1
8315;lsr20072blackpu;1
8325;jh846velvetputty;1
8327;jh930velvetputty;1
8328;jh939velvetputty;1
8339;dc7010puttyvelvet;1
8340;lf233puttyvelvet;1
8344;ct2002golden;1
8345;dt1523marble;1
8365;lsr191403silvervelvet;1
8366;lsr191403greenvelvet;1
8368;lsr16051velvetputty;1
8457;lsr20122bluefabric;1
8463;lsr20103blackvelvet;1
8464;lsr20103puttyvelvet;1
8467;lsr20103beigevelvet;1
8472;at8270lblack;1
8473;at8270lwalnut;1
8474;at8270lsonoma;1
8480;maroc2tiroirsnoircarbon;1
8785;bdl2cuivre;1
8811;8290brassplating;1
8814;82903bbrassplating;1
8848;8557bbronzeplating;1
8929;89271Patchwork;1
8941;lsr19127whitevelvet;1
8943;a320greywhite;1
8944;lf33823velvetpink;1
8946;lf33821velvetpink;1
8948;a320puttywhite;1
8973;p808whitegold;1
9004;sc2204lot2goldputtyvrai;1
9020;lsr20181khakivelvet24;1
9028;dc5600pinkvelvet;1
9029;dc5600bluevelvet;1
9030;dc5600greyvelvet;1
9042;at8270lwhite;1
9050;38968gold;1
9078;p806cgoldwhitemarble;1
9079;p806cgoldblackmarble;1
9170;38857gold;1
9211;38850ccopper;1
9223;at8244bmarble;1
9224;lsr191402whitevelvet;1
9520;YNE062Cbeigevelvetgold;1
9521;YNE062Cpinkvelvetgold;1
9809;at8251lwalnut;1
9965;ov2002golden;1
10565;39468copper;1
11599;2TENNIGHT;1
11603;vk7021putty;1
11604;vk7021black;1
11606;vk20192putty;1
11618;2TENDRESS;1
11620;2TENCHEST;1
12159;vk20072putty;1
12160;vk20072beige;1
14740;892840bk;1
14758;vk20074white;1
14864;lf3487darkgreyfabric;1
14867;lf3487bluevelvet;1
14868;lf3487greenvelvet;1
14871;lf3487pinkvelvet;1
15651;asr780sgn1829;1
17808;asr417grv0159;1
19696;asr942flg2132;1
19902;asr417grv0166;1
22183;asr892opv1333;1
22199;asr584ttm1724;1
22229;asr521shn2201;1
22747;asr584ttm1107;1
22866;asr892opv1126;1
22933;asr892opv1508;1
23034;asr892opv1239;1
23317;140fbd12beige;1
23326;140vb02beige;1
23328;160vb02silver;1
23329;160vb02beige;1
23331;180vb02silver;1
23332;180vb02beige;1
23519;140vb16putty;1
23520;140vb16grey;1
23550;asr869vel5174;1
23625;160vb16putty;1
23627;160vb16grey;1
23651;180vb16putty;1
23653;180vb16grey;1
23770;39336silver;1
23783;39354gold;1
23785;39354silver;1
23786;39362goldglass;1
23885;39359gold;1
23901;39359silver;1
24787;at8523lsonomablack;1
24790;at8523lsonoma;1
24898;39356black;1
25089;buromarocboisor;1
25144;asr788dec4017;1
25186;39365silver;1
25807;at8267gxwalnut;1
25951;lf3488lightgreyfabric;1
25952;lf3488blackvelvet;1
26000;39398nickel;1
26007;39397nickel;1
26895;hctvblack;1
26896;hctvwhite;1
27558;asr854kln3034;1
27810;at8525gmarble;1
27815;at8244bwhite;1
28239;asr859ftn1704;1
28384;asr687hmy1255;1
28794;asr845hct4213;1
28803;me005putty;1
28861;me006putty;1
28981;ji189hgoldpink;1
29058;asr560are1709;1
29317;me206beigewood;1
29333;lf3489silvervelvet;1
29337;dt2060silver;1
29338;dt2060golden;1
29339;dt2060black;1
30331;26289white;1
31866;asr825blc1506;1
32347;asr867unq1047;1
32518;dc5616bluevelvet;1
32526;dc5617bluevelvet;1
32532;asr560are1412;1
34185;24501rattan002;1
34277;asr867unq1065;1
34337;me505;1
35891;asr521shn3231;1
35970;asr859ftn1265;1
36264;at8244bnoyer;1
36785;asr869vel8104;1
36794;asr974nmb1207;1
37148;dc5606blackvelvet;1
37569;asr505crl1703;1
37570;asr569hln1516;1
37618;asr550arn2201;1
38514;qh8901teddyfabric;1
38515;qh8801teddyfabric;1
38516;qh8805teddyfabric;1
38526;asr867unq1910;1
38605;asr306wlg1326;1
41127;3LUNDRA;1
41274;asr322rtc1318;1
41484;1335beigefabric;1
41716;dc5611silvervelvet;1
41719;dc5611blackfabric;1
42930;1IRIHAN;1
43081;asr526shd1166;1
43142;asr942flg1851;1
43403;12151sgreen;1
43405;12152sgreen;1
43407;12153sgreen;1
43645;3lundradark;1
43656;3lundrawhite;1
43933;asr119frs1145;1
44030;asr119frs1160;1
45397;lsr22175whiteteddyfabric;1
45398;lsr22175blackteddyfrabic;1
45417;lsr22176whiteteddyfabric;1
45418;lsr22176blackteddyfrabic;1
45634;asr863sph3906;1
46162;asr974nmb1221;1
46539;qh83641blackpu;1
46541;qh83642puttyvelvet;1
46542;qh83641whitepu;1
46545;qh83642blackpu;1
46547;qh83643puttyvelvet;1
46549;qh83643greenvelvet;1
46765;lsr210471beigefur;1
46839;asr106dnv1403;1
46897;8901fktgreyvelvet;1
46900;8901fktbeigefabric;1
46904;8901fktbluevelvet;1
46907;8901fktblackvelvet;1
46908;8901fktcreamteddy;1
47100;qh89042p488patchwork;1
47119;8382creamteddy;1
47170;8901pkp11patchwork;1
47206;qh6669whiteteddyfabric;1
47270;qh83621puttyvelvet;1
47271;qh83621bluevelvet;1
47274;qh83621creamteddyfabric;1
47275;qh83622puttyvelvet;1
47276;qh83622bluevelvet;1
47277;qh83622blackteddyfabric;1
47278;qh83622creamteddyfabric;1
47494;asr845hct5404;1
47584;1279creamteddy;1
47586;1350bluevelvet;1
47588;dt1290whitemarble;1
47589;dt1290blackmarble;1
47590;dt1290gold-whitemarble;1
47591;dt1291whitemarble;1
47593;dt1291gold-whitemarble;1
47594;1350puttyvelvet;1
47595;1350greenvelvet;1
47596;1350blackvelvet;1
47604;1279brownteddy;1
47647;qh6670whiteteddy;1
47689;1025lot4naturelwhite;1
47692;1025lot4chenenoir;1
47694;1025lot4noisnoir;1
47695;42409;1
47696;42423;1
47713;dc5106lot6beigefabric;1
47714;dc5106lot6yellowfabric;1
47715;dc5106lot6darkgreyfabric;1
47719;dc5106lot6blackpu;1
47723;qh89042p240patchwork;1
47794;asr560are1107;1
47889;qh8381greyteddyfabric;1
48165;13541vintgrey;1
48176;83822pcreamteddy;1
48183;1338puttyvelvet;1
48192;lsr19127teddy;1
48193;lsr191402teddy;1
48194;dc5106lot2teddyfabric;1
48199;at8534lblacksonoma;1
48200;at8534lwalnut;1
48204;dc7015puttyvelvet;1
48205;dc5106teddy;1
48462;4630lot4blackoaknoir;1
48464;4630lot4noisblanc;1
48465;4630lot4noisnoir;1
48466;4630lot4chenenoir;1
48467;4630lot6blackoaknoir;1
48469;4630lot6noisblanc;1
48470;4630lot6noisnoir;1
48471;4630lot6chenenoir;1
48472;4630lot8blackoaknoir;1
48474;4630lot8noisblanc;1
48475;4630lot8noisnoir;1
48476;4630lot8chenenoir;1
48552;vk20072lot8beige;1
48553;vk20072lot8putty;1
48904;jyb308140teddy;1
48913;asr560are2134;1
48919;jyb308160teddy;1
48920;jyb308180teddy;1
49088;c1564white;1
49230;c1024lot2velvetsilver;1
49234;c1024lot3velvetsilver;1
49240;c1024lot4velvetsilver;1
49286;1025lot6noisnoir;1
49289;1025lot6chenenoir;1
49292;1025lot6naturelwhite;1
49369;sc2204lot4goldputtyvrai;1
49385;sc2204lot6goldputtyvrai;1
49387;sc2204lot6goldgreen;1
49392;sc2204lot6argent;1
49522;lf155h160teddyfabric;1
49524;lf155h180teddyfabric;1
49553;asr552nos1478;1
49581;dc7010lot8puttyvelvet;1
49582;dc7010lot8silvervelvet;1
49583;dc7010lot8greenvelvet;1
49584;dc7010lot8pinkvelvet;1
49701;dc7015lot8puttyvelvet;1
49942;asr322rtc2218;1
49950;qh89041creamteddy;1
49951;89271creamteddy;1
50008;qh88052creamteddy;1
50010;qh8861creamteddy;1
50034;hm1814teddyfabric;1
50286;tvset130wh;1
50287;ct100wh;1
50289;tvset100wh;1
50290;tvset100wd;1
50546;lf3347gputtyvelvet;1
50547;lf3347dputtyvelvet;1
50944;1311beige;1
50995;XC8242creamteddyfabric;1
51016;25AF002white;1
51017;28AF003white;1
51054;lf3045sgvcreamteddyfabric;1
51116;monbolytowashor;1
51117;monbolytocuivre;1
51118;monbolytobronze;1
51134;VKBY70047creamteddy;1
